open_time,open_price,high_price,low_price,close_price,close_volume,close_time,quote_asset_volume,number_of_trades,taker_buy_quote_volume,taker_buy_base_volume,ignore
1641074400000,3746.77,3762.33,3737.41,3755.8,22444.591,1641077999999,84172838.02037,35386,11161.93,41862009.05119,0.0
1641078000000,3755.8,3772.0,3743.0,3763.06,23482.499,1641081599999,88197423.98079,41023,11866.218,44573131.79422,0.0
1641081600000,3763.05,3770.0,3749.27,3760.55,26526.022,1641085199999,99772374.91071,48917,12696.439,47754264.25925,0.0
1641085200000,3760.55,3762.24,3740.48,3745.26,18082.11,1641088799999,67798025.81663,37131,7996.526,29988581.33071,0.0
1641088800000,3745.27,3752.52,3740.03,3745.36,14831.666,1641092399999,55562986.39127,25418,7434.161,27851110.28659,0.0
1641092400000,3745.35,3759.0,3741.56,3756.54,13693.633,1641095999999,51361338.09849,31931,7144.752,26798917.29537,0.0
1641096000000,3756.64,3759.75,3714.48,3722.07,40712.016,1641099599999,152083739.00194,64903,16569.143,61895869.99015,0.0
1641099600000,3722.07,3743.91,3718.51,3742.12,24502.026,1641103199999,91426164.91044,46635,13803.908,51520795.08231,0.0
1641103200000,3742.12,3747.83,3735.0,3736.74,13299.185,1641106799999,49760886.31282,31745,6288.781,23535281.51196,0.0
1641106800000,3736.74,3749.88,3732.18,3745.52,13785.829,1641110399999,51577391.93227,28332,7469.5,27949550.44275,0.0
1641110400000,3745.53,3747.0,3730.5,3741.2,16246.219,1641113999999,60734535.29862,31294,8162.141,30515570.79007,0.0
1641114000000,3741.15,3769.25,3736.38,3752.05,31194.723,1641117599999,117165458.62764,56001,17740.606,66635931.50164,0.0
1641117600000,3752.06,3757.51,3738.84,3741.67,16479.095,1641121199999,61760314.42717,34963,7550.643,28305413.36514,0.0
1641121200000,3741.67,3754.97,3739.89,3742.48,16716.288,1641124799999,62632933.26071,32935,8830.087,33089475.11423,0.0
1641124800000,3742.46,3757.79,3728.2,3752.65,31148.291,1641128399999,116586707.44296,49384,15029.555,56261941.59,0.0
1641128400000,3752.64,3755.94,3738.75,3743.41,16555.196,1641131999999,62025664.50849,33577,7321.587,27432873.29537,0.0
1641132000000,3743.4,3755.0,3740.79,3750.24,19129.133,1641135599999,71718640.67446,35173,9546.501,35794781.08274,0.0
1641135600000,3750.24,3790.43,3749.71,3776.17,51696.923,1641139199999,194867216.28266,79600,31667.094,119378859.34441,0.0
1641139200000,3776.18,3850.72,3775.63,3838.38,107858.962,1641142799999,411455248.74264,137718,63811.876,243521225.03709,0.0
1641142800000,3838.39,3860.0,3811.64,3823.47,84799.187,1641146399999,324822800.76184,115796,40373.208,154683915.67906,0.0
1641146400000,3822.95,3824.49,3770.56,3794.29,68917.688,1641149999999,261503986.48017,99747,32323.327,122630450.45226,0.0
1641150000000,3794.29,3805.61,3782.64,3797.01,32378.051,1641153599999,122849893.14895,55454,15256.381,57901286.66884,0.0
1641153600000,3797.01,3812.93,3792.09,3808.4,20733.924,1641157199999,78855863.46153,45922,11274.445,42876112.10097,0.0
1641157200000,3808.39,3826.48,3800.34,3809.75,17930.303,1641160799999,68361447.28463,44279,9328.311,35569956.49133,0.0
1641160800000,3809.75,3832.9,3808.6,3826.39,19908.553,1641164399999,76085235.93127,40738,11244.964,42977655.90711,0.0
1641164400000,3826.39,3838.25,3818.79,3826.21,22954.407,1641167999999,87888822.4559,44076,11333.135,43393177.57412,0.0
1641168000000,3826.1,3826.97,3803.06,3804.58,32777.606,1641171599999,125000940.98783,50478,13747.865,52427199.66945,0.0
1641171600000,3804.58,3808.49,3792.36,3803.45,22200.202,1641175199999,84372282.84918,41695,10473.267,39810451.62705,0.0
1641175200000,3803.63,3804.69,3782.89,3796.15,30791.885,1641178799999,116824557.24385,50086,15940.626,60493039.84933,0.0
1641178800000,3796.19,3803.9,3772.85,3784.1,29580.091,1641182399999,112059850.73466,48081,12792.074,48472685.08401,0.0
1641182400000,3784.1,3797.3,3778.25,3789.93,17380.129,1641185999999,65869495.57869,36015,9014.755,34170196.74678,0.0
1641186000000,3789.92,3821.99,3788.36,3810.23,36604.527,1641189599999,139431893.76642,53661,19759.368,75270704.20565,0.0
1641189600000,3810.23,3815.0,3798.0,3801.84,16897.055,1641193199999,64311263.83824,32425,8244.39,31381715.70496,0.0
1641193200000,3801.67,3808.99,3797.12,3806.97,14931.635,1641196799999,56781329.32947,32804,7624.949,28998208.60602,0.0
1641196800000,3806.96,3820.67,3803.35,3806.45,22230.49,1641200399999,84751608.42167,38645,12196.79,46509066.48962,0.0
1641200400000,3806.45,3816.79,3790.01,3807.49,30653.339,1641203999999,116548914.96329,51370,15160.489,57651998.27236,0.0
1641204000000,3807.43,3829.34,3806.75,3822.3,39041.918,1641207599999,149143361.11364,55189,20106.573,76805097.73334,0.0
1641207600000,3822.29,3844.67,3822.29,3832.51,40436.024,1641211199999,155051938.3214,64209,21480.288,82365825.50737,0.0
1641211200000,3832.51,3836.49,3816.16,3817.87,34157.794,1641214799999,130701719.8572,57753,15368.568,58820887.06365,0.0
1641214800000,3817.86,3829.93,3816.91,3817.46,20711.307,1641218399999,79183366.63513,40783,10870.865,41566327.60424,0.0
1641218400000,3817.49,3850.0,3800.06,3802.15,90248.519,1641221999999,344712876.94564,108058,39308.632,150227781.70506,0.0
1641222000000,3802.15,3811.86,3775.0,3782.3,73304.535,1641225599999,278251541.59014,91128,34549.552,131193185.91064,0.0
1641225600000,3782.29,3792.81,3732.2,3746.86,112946.341,1641229199999,423946194.91461,142452,54562.688,204813818.88506,0.0
1641229200000,3746.86,3773.63,3741.91,3759.99,53844.913,1641232799999,202434834.80662,69387,27719.404,104221880.86347,0.0
1641232800000,3759.99,3769.84,3743.85,3751.34,27848.811,1641236399999,104568890.35844,48161,12800.581,48072728.07997,0.0
1641236400000,3751.35,3762.28,3737.45,3737.57,24372.833,1641239999999,91477551.13003,39708,11905.303,44696390.31891,0.0
1641240000000,3737.45,3740.73,3680.0,3697.2,117317.071,1641243599999,434707571.79919,151045,51851.024,192113798.96387,0.0
1641243600000,3697.2,3732.93,3692.73,3721.58,36403.892,1641247199999,135165446.0542,59018,20501.386,76123666.6074,0.0
1641247200000,3721.58,3772.07,3720.68,3750.99,41248.191,1641250799999,154709979.7183,68393,22595.351,84726426.643,0.0
1641250800000,3751.0,3775.86,3744.82,3764.07,33950.245,1641254399999,127713753.01521,51259,16966.944,63830730.09544,0.0
1641254400000,3764.07,3772.0,3734.97,3741.97,37222.349,1641257999999,139796516.39809,57405,17897.958,67236817.61184,0.0
1641258000000,3741.98,3757.75,3727.12,3731.93,28383.571,1641261599999,106193474.52972,52023,14400.731,53886111.6225,0.0
1641261600000,3732.03,3739.71,3711.0,3725.57,32630.084,1641265199999,121573544.5956,54813,16069.781,59896791.68533,0.0
1641265200000,3725.42,3748.36,3718.27,3742.67,25595.967,1641268799999,95649826.67132,42253,15026.231,56163147.22182,0.0
1641268800000,3742.66,3751.76,3728.36,3729.94,23571.2,1641272399999,88159104.85663,43698,10910.241,40814761.92259,0.0
1641272400000,3729.94,3747.15,3726.45,3741.81,19763.09,1641275999999,73859802.69904,37672,9662.145,36110124.83857,0.0
1641276000000,3741.81,3755.0,3733.97,3751.71,30366.37,1641279599999,113815562.76715,47349,15699.15,58849511.15538,0.0
1641279600000,3751.54,3763.18,3745.0,3761.92,26403.589,1641283199999,99142237.28548,49498,13422.218,50407391.136,0.0
1641283200000,3761.91,3780.0,3755.23,3768.82,48542.938,1641286799999,183000270.17057,70849,23738.846,89506571.9411,0.0
1641286800000,3768.83,3777.45,3760.9,3765.31,25630.951,1641290399999,96629784.81722,39965,11726.101,44210603.81108,0.0
1641290400000,3765.32,3814.45,3763.0,3805.02,65746.174,1641293999999,249221662.05439,86490,37594.157,142521896.39249,0.0
1641294000000,3805.02,3840.72,3805.02,3836.19,96827.891,1641297599999,370442584.24709,115861,51101.912,195522443.47964,0.0
1641297600000,3836.19,3842.0,3817.75,3830.81,48623.906,1641301199999,186103760.81591,66167,23259.485,89033349.6416,0.0
1641301200000,3830.81,3877.0,3815.0,3865.21,90145.115,1641304799999,346892329.33895,122764,50768.9,195449137.24204,0.0
