Action_time,Portfolio,Positions,Current_value,Current_price,Action,Step_number
1752117549.9625025,10000.0,0.0,10000.0,2785.24,0.0,1.0
1752117557.487361,10000.0,0.0,10000.0,2785.24,0.0,2.0
1752117564.848298,10000.0,0.0,10000.0,2785.24,0.0,3.0
1752117572.1621387,10000.0,0.0,10000.0,2785.24,0.0,4.0
1752117579.4442139,10000.0,0.0,10000.0,2785.2400000000002,0.0,5.0
