Action_time,Portfolio,Positions,Current_value,Current_price,Action,Step_number
1752114391.598776,9500.0,0.1800655373667533,9999.5,2773.99,2.0,1.0
1752114399.0332997,9025.0,0.3511277978651689,9999.025,2773.99,2.0,2.0
1752114406.1612587,8573.75,0.5136369453386638,9998.57375,2773.99,2.0,3.0
1752114413.3846111,8145.0625,0.6680206354384839,9998.1450625,2773.99,2.0,4.0
1752114420.5002694,7737.809375,0.814685141033313,9997.737809375,2773.99,2.0,5.0
